"GUIDE_A","GUIDE_B","GUIDE_C","GUIDE_D","RELTRAD","RELPER","IDEO","PARTY","WEIGHT","RELTRADlabels","PARTYlabels"
"Very important",1,1,1,1200,2,3,1,3446.25695717383,"Mainline Protestant","Republican"
"Very important",1,1,2,1100,2,1,1,4699.62014986044,"Evangelical Protestant","Republican"
"Somewhat important",1,1,1,80000,2,3,3,23450.387684772,"Hindu","Independent"
"Very important",2,2,2,10000,2,2,1,7394.23305968176,"Catholic","Republican"
"Not at all important",1,1,1,100000,4,3,2,1383.9893283905,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,1,3,1100,3,3,4,6180.19956052741,"Evangelical Protestant","Something else"
"Somewhat important",2,3,2,100000,3,3,3,7331.15964822448,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,1,10000,1,3,2,1294.19611903474,"Catholic","Democrat"
"Very important",2,2,2,10000,2,3,2,2462.64198236006,"Catholic","Democrat"
"Extremely important",1,2,1,100000,4,5,4,2126.85081561389,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,3,1200,2,3,3,2041.58341601703,"Mainline Protestant","Independent"
"Somewhat important",2,2,3,1300,2,4,2,5166.46494641526,"Historically Black Protestant","Democrat"
"Not at all important",1,1,1,100000,3,3,3,3316.461474954,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,1,90002,2,3,4,8525.25934898605,"Other Faiths","Something else"
"Extremely important",1,1,1,10000,3,4,2,11711.9289795094,"Catholic","Democrat"
"Not too important",1,1,2,100000,4,4,2,7991.76851394461,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,2,2,1100,3,3,3,6789.53868332865,"Evangelical Protestant","Independent"
"Extremely important",1,1,1,100000,2,3,3,32626.2932601496,"Religiously Unaffiliated","Independent"
"Somewhat important",2,1,1,10000,3,2,1,4220.55507273078,"Catholic","Republican"
"Extremely important",1,1,3,1200,1,3,3,2412.60894577654,"Mainline Protestant","Independent"
"Somewhat important",1,1,1,10000,3,3,1,19333.0504420342,"Catholic","Republican"
"Extremely important",1,1,3,1100,1,2,1,3351.93683538864,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1200,2,3,2,910.13931574382,"Mainline Protestant","Democrat"
"Somewhat important",1,1,3,90002,3,1,1,9093.79745200762,"Other Faiths","Republican"
"Somewhat important",1,1,2,100000,4,3,2,7742.68028777411,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,2,100000,4,4,2,431.060445764127,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,100000,4,3,2,613.679373537155,"Religiously Unaffiliated","Democrat"
"Extremely important",2,2,4,1100,2,2,2,2303.10170282643,"Evangelical Protestant","Democrat"
"Somewhat important",2,2,1,90002,3,4,2,1599.31634904057,"Other Faiths","Democrat"
"Very important",1,1,2,1200,1,3,3,4110.82914380707,"Mainline Protestant","Independent"
"Somewhat important",2,2,2,10000,2,3,2,3749.25958889037,"Catholic","Democrat"
"Somewhat important",1,1,1,100000,2,3,3,3207.62908418092,"Religiously Unaffiliated","Independent"
"Very important",1,1,2,1100,2,3,1,11489.8081570345,"Evangelical Protestant","Republican"
"Very important",1,2,1,10000,2,4,3,3048.49360844302,"Catholic","Independent"
"Not too important",1,1,2,100000,4,3,3,40781.8764086448,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,1,10000,2,2,1,4689.56720354042,"Catholic","Republican"
"Extremely important",1,1,2,1100,2,4,3,7948.32865272089,"Evangelical Protestant","Independent"
"Not at all important",1,1,2,100000,4,3,3,2700.21081821681,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,3,40001,2,2,1,7352.48614630913,"Jehovah's Witness","Republican"
"Very important",3,3,1,1200,2,3,2,7126.26169480934,"Mainline Protestant","Democrat"
"Somewhat important",1,1,1,1100,3,3,2,3236.13328640892,"Evangelical Protestant","Democrat"
"Extremely important",1,1,1,1300,1,3,2,3073.49986935896,"Historically Black Protestant","Democrat"
"Extremely important",1,1,1,1200,3,1,1,6871.81139720895,"Mainline Protestant","Republican"
"Somewhat important",1,1,1,10000,2,1,1,18791.8573382523,"Catholic","Republican"
"Somewhat important",2,1,2,1200,3,4,2,4599.60512737424,"Mainline Protestant","Democrat"
"Somewhat important",2,2,1,1300,3,3,2,2499.57427437509,"Historically Black Protestant","Democrat"
"Extremely important",2,2,3,1100,1,1,1,6322.2613249818,"Evangelical Protestant","Republican"
"Somewhat important",2,1,3,1200,2,2,3,2143.25084261406,"Mainline Protestant","Independent"
"Not too important",2,2,3,1200,3,3,3,1450.01806715843,"Mainline Protestant","Independent"
"Extremely important",2,2,2,1100,1,1,1,3319.01960567828,"Evangelical Protestant","Republican"
"Extremely important",2,1,2,1100,2,1,1,1048.9424020386,"Evangelical Protestant","Republican"
"Not too important",1,2,1,100000,4,4,2,1541.28175814885,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,1,2,100000,3,3,3,168.82413482771,"Religiously Unaffiliated","Independent"
"Somewhat important",2,2,3,100000,3,2,1,6336.54612397693,"Religiously Unaffiliated","Republican"
"Extremely important",2,1,2,1300,1,1,2,2670.92414406717,"Historically Black Protestant","Democrat"
"Not at all important",1,1,1,100000,3,3,3,5337.4994809306,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,3,1100,2,3,3,4041.23094212859,"Evangelical Protestant","Independent"
"Extremely important",2,2,3,60000,1,3,2,5417.18751531624,"Muslim","Democrat"
"Very important",1,2,1,1100,2,2,1,1936.89340204332,"Evangelical Protestant","Republican"
"Extremely important",2,3,2,10000,1,1,1,21140.635172331,"Catholic","Republican"
"Very important",2,2,3,10000,1,3,1,35476.5460273115,"Catholic","Republican"
"Very important",1,1,1,1200,3,3,3,1155.94860937897,"Mainline Protestant","Independent"
"Very important",1,1,1,1200,2,2,1,7159.34176545733,"Mainline Protestant","Republican"
"Very important",1,2,2,1200,2,2,3,4646.17681930354,"Mainline Protestant","Independent"
"Very important",2,2,2,60000,2,2,1,2809.16632666239,"Muslim","Republican"
"Very important",2,2,2,1200,2,3,2,5060.82232795179,"Mainline Protestant","Democrat"
"Somewhat important",1,1,1,1200,4,3,3,6869.6093788347,"Mainline Protestant","Independent"
"Very important",2,2,2,1300,3,3,2,1554.70341099877,"Historically Black Protestant","Democrat"
"Very important",2,3,3,10000,3,2,1,4017.76397906338,"Catholic","Republican"
"Very important",1,1,2,1100,2,2,1,3781.13511899876,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,3,3,11845.6388978347,"Religiously Unaffiliated","Independent"
"Not too important",2,1,2,50000,4,3,2,14023.1497223408,"Jewish","Democrat"
"Somewhat important",1,1,1,100000,3,4,2,4870.49077264298,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,1300,1,3,2,1795.7939650398,"Historically Black Protestant","Democrat"
"Somewhat important",2,2,1,100000,4,4,3,1947.81371481764,"Religiously Unaffiliated","Independent"
"Not too important",1,2,1,100000,4,4,2,6622.90348156704,"Religiously Unaffiliated","Democrat"
"Very important",1,2,1,10000,2,3,3,1200.98623387603,"Catholic","Independent"
"Very important",1,1,4,1100,2,1,1,5264.32253740168,"Evangelical Protestant","Republican"
"Very important",1,1,3,1100,2,2,1,3729.33882147114,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,1,5,1,3289.38177702654,"Evangelical Protestant","Republican"
"Extremely important",1,2,1,80000,1,4,2,33659.7082117062,"Hindu","Democrat"
"Not too important",2,1,2,1200,3,2,1,8281.86976368076,"Mainline Protestant","Republican"
"Not too important",1,1,1,1200,3,3,4,4144.87582491397,"Mainline Protestant","Something else"
"Not at all important",1,1,1,100000,4,5,3,7537.61182679507,"Religiously Unaffiliated","Independent"
"Somewhat important",1,2,1,100000,3,3,3,7910.44939388776,"Religiously Unaffiliated","Independent"
"Somewhat important",1,2,1,1200,4,2,1,4951.71821104573,"Mainline Protestant","Republican"
"Extremely important",1,1,2,1100,1,1,1,4182.53573530233,"Evangelical Protestant","Republican"
"Extremely important",1,1,3,1100,4,3,3,5790.25261524558,"Evangelical Protestant","Independent"
"Somewhat important",1,1,1,100000,4,3,3,4174.72071631356,"Religiously Unaffiliated","Independent"
"Extremely important",2,2,2,10000,1,3,2,3022.66358766917,"Catholic","Democrat"
"Very important",1,2,2,10000,2,3,2,3277.72148527199,"Catholic","Democrat"
"Not too important",2,1,2,50000,3,5,2,3374.8319459149,"Jewish","Democrat"
"Extremely important",1,1,2,1200,2,3,3,5708.71848940145,"Mainline Protestant","Independent"
"Not too important",2,2,2,1200,3,5,2,11733.8210281927,"Mainline Protestant","Democrat"
"Not at all important",1,1,1,100000,4,3,4,6170.01050975701,"Religiously Unaffiliated","Something else"
"Somewhat important",1,1,1,10000,3,4,2,1792.25525658201,"Catholic","Democrat"
"Not at all important",2,2,3,100000,4,4,4,15649.7754928009,"Religiously Unaffiliated","Something else"
"Not too important",1,2,2,100000,4,3,2,10750.0433835931,"Religiously Unaffiliated","Democrat"
"Not at all important",1,4,1,100000,4,3,3,46106.9807770781,"Religiously Unaffiliated","Independent"
"Very important",1,1,2,1200,2,1,1,4203.90149560443,"Mainline Protestant","Republican"
"Not too important",2,2,2,100000,3,3,3,2291.96642516149,"Religiously Unaffiliated","Independent"
"Very important",2,2,1,10000,2,3,4,23092.6678207814,"Catholic","Something else"
"Very important",2,2,2,1200,2,3,2,5224.96963941749,"Mainline Protestant","Democrat"
"Very important",2,2,2,50000,2,2,1,3812.37309528021,"Jewish","Republican"
"Very important",2,1,3,10000,3,2,1,17789.2177762834,"Catholic","Republican"
"Extremely important",3,1,1,100000,4,3,2,24024.3070172257,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,1,1,100000,4,4,2,4271.23480616291,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,1300,2,3,4,7747.4468444075,"Historically Black Protestant","Something else"
"Very important",1,1,1,100000,2,3,4,8943.86200738934,"Religiously Unaffiliated","Something else"
"Not too important",1,1,1,1200,2,4,2,3573.87249376596,"Mainline Protestant","Democrat"
"Very important",2,2,3,20000,1,1,1,2677.70691253434,"Mormon","Republican"
"Somewhat important",1,1,1,100000,4,5,2,799.171910488872,"Religiously Unaffiliated","Democrat"
"Very important",1,2,2,100000,2,3,3,13322.9788712138,"Religiously Unaffiliated","Independent"
"Somewhat important",3,3,3,100000,4,1,1,26593.9028386192,"Religiously Unaffiliated","Republican"
"Not at all important",1,1,1,1300,4,5,3,7550.27254832238,"Historically Black Protestant","Independent"
"Not too important",2,2,2,100000,4,4,2,1945.47071553214,"Religiously Unaffiliated","Democrat"
"Very important",1,1,3,10000,2,2,1,9756.99169344958,"Catholic","Republican"
"Somewhat important",2,1,2,100000,4,2,3,19169.336050235,"Religiously Unaffiliated","Independent"
"Very important",1,2,2,1200,2,3,1,2418.93957224576,"Mainline Protestant","Republican"
"Very important",2,2,2,70000,3,2,1,3921.43379128135,"Buddhist","Republican"
"Somewhat important",2,1,3,1200,1,4,1,3627.92048534653,"Mainline Protestant","Republican"
"Somewhat important",1,1,1,1200,3,2,1,458.245215501112,"Mainline Protestant","Republican"
"Extremely important",1,2,3,50000,1,2,1,10732.3134063769,"Jewish","Republican"
"Very important",2,2,2,1200,2,3,3,563.96794171399,"Mainline Protestant","Independent"
"Not too important",1,1,2,100000,4,3,3,13365.3400174323,"Religiously Unaffiliated","Independent"
"Not at all important",2,1,1,1100,3,3,2,15680.6280212273,"Evangelical Protestant","Democrat"
"Not at all important",1,1,1,100000,4,5,2,3046.18786586798,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,3,1100,2,1,1,6059.08152401156,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1300,1,2,2,2737.18186475077,"Historically Black Protestant","Democrat"
"Extremely important",1,1,1,100000,2,3,1,2527.47598156956,"Religiously Unaffiliated","Republican"
"Very important",1,1,2,10000,2,3,2,3225.66585739267,"Catholic","Democrat"
"Not too important",1,2,2,100000,3,4,2,1569.87339484887,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,3,70000,3,2,2,12361.8082054722,"Buddhist","Democrat"
"Not too important",1,1,3,90002,4,4,2,2456.3551172216,"Other Faiths","Democrat"
"Very important",1,1,2,10000,2,4,2,1286.48769694794,"Catholic","Democrat"
"Extremely important",1,1,1,1200,1,3,3,5830.63823619502,"Mainline Protestant","Independent"
"Somewhat important",1,1,1,50000,3,5,2,5056.77694993583,"Jewish","Democrat"
"Extremely important",1,1,1,1200,1,3,2,8023.73895388245,"Mainline Protestant","Democrat"
"Extremely important",1,1,1,1100,2,3,2,4354.50268485109,"Evangelical Protestant","Democrat"
"Somewhat important",1,1,2,10000,2,3,3,4978.84620816449,"Catholic","Independent"
"Somewhat important",1,2,1,100000,2,2,4,1899.95803489654,"Religiously Unaffiliated","Something else"
"Somewhat important",1,1,1,100000,3,3,3,9252.22105325971,"Religiously Unaffiliated","Independent"
"Extremely important",2,2,2,1100,1,2,1,3473.08574856493,"Evangelical Protestant","Republican"
"Very important",2,2,1,1100,2,2,1,4561.11200675367,"Evangelical Protestant","Republican"
"Not too important",2,1,1,10000,3,4,2,917.90206474331,"Catholic","Democrat"
"Not too important",2,1,3,100000,4,3,3,3495.12406394717,"Religiously Unaffiliated","Independent"
"Somewhat important",2,2,1,1200,3,4,2,781.167284637786,"Mainline Protestant","Democrat"
"Extremely important",3,2,2,10000,2,3,1,11588.0366138478,"Catholic","Republican"
"Extremely important",2,3,4,10000,1,3,3,11014.2005554462,"Catholic","Independent"
"Somewhat important",1,1,1,1200,3,2,3,12795.2604516089,"Mainline Protestant","Independent"
"Very important",1,1,1,1200,2,2,1,1598.60127380767,"Mainline Protestant","Republican"
"Not at all important",1,1,1,50000,3,5,2,2633.24603138235,"Jewish","Democrat"
"Very important",1,1,1,10000,3,3,3,26233.4936435192,"Catholic","Independent"
"Not at all important",2,2,2,100000,4,5,4,13507.9840536352,"Religiously Unaffiliated","Something else"
"Not too important",2,2,1,1100,3,3,1,7926.59357444246,"Evangelical Protestant","Republican"
"Extremely important",3,2,3,1100,4,2,4,9887.96794486078,"Evangelical Protestant","Something else"
"Very important",1,1,2,100000,2,2,4,5521.83532694473,"Religiously Unaffiliated","Something else"
"Not at all important",2,1,2,90002,3,3,3,26583.3466429366,"Other Faiths","Independent"
"Not at all important",1,1,1,100000,4,5,2,10160.1320399413,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,3,100000,3,3,2,9115.01301801288,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,3,100000,3,3,3,2231.10434128527,"Religiously Unaffiliated","Independent"
"Extremely important",3,1,1,1100,1,1,1,7407.90113758314,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,90002,4,3,4,5728.81325786224,"Other Faiths","Something else"
"Not too important",1,1,1,100000,4,5,4,4033.96963218903,"Religiously Unaffiliated","Something else"
"Somewhat important",2,2,3,10000,3,1,1,678.69167128499,"Catholic","Republican"
"Very important",2,3,2,1200,2,3,3,1810.53002358998,"Mainline Protestant","Independent"
"Somewhat important",1,1,1,90002,4,4,2,2546.62157258895,"Other Faiths","Democrat"
"Very important",1,1,1,1200,3,3,2,4873.73207042523,"Mainline Protestant","Democrat"
"Somewhat important",1,1,2,10000,3,3,3,1044.32961692375,"Catholic","Independent"
"Very important",2,2,3,1100,3,2,3,15136.6232565491,"Evangelical Protestant","Independent"
"Somewhat important",1,2,1,1200,2,5,2,7126.26169480934,"Mainline Protestant","Democrat"
"Somewhat important",1,1,3,100000,3,4,3,9701.11081686607,"Religiously Unaffiliated","Independent"
"Not too important",2,2,2,100000,3,4,3,3266.16071133799,"Religiously Unaffiliated","Independent"
"Not too important",1,1,1,100000,4,4,2,2917.99092240877,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,3,3,1300,2,3,2,4374.64580384451,"Historically Black Protestant","Democrat"
"Not at all important",1,1,2,100000,4,4,2,10208.5826070933,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,1200,2,3,1,2104.33281750958,"Mainline Protestant","Republican"
"Extremely important",1,1,2,10000,1,3,4,10749.400465635,"Catholic","Something else"
"Not at all important",2,2,2,100000,4,5,4,8236.42634856493,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,1,100000,2,3,4,8358.30593979994,"Religiously Unaffiliated","Something else"
"Extremely important",2,1,2,1100,1,2,1,3969.11614516668,"Evangelical Protestant","Republican"
"Not at all important",2,2,3,100000,4,4,2,13715.7689450525,"Religiously Unaffiliated","Democrat"
"Not too important",1,3,2,100000,3,5,2,9436.99132667695,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,3,3,2,4610.61075182929,"Religiously Unaffiliated","Democrat"
"Not too important",2,2,3,100000,4,3,3,5465.74978451815,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,1,1100,2,2,1,4742.03905046058,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,1200,3,5,2,1009.43438113797,"Mainline Protestant","Democrat"
"Not at all important",1,2,1,100000,4,5,2,8518.95448903558,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,1,10000,2,4,2,2459.22316231375,"Catholic","Democrat"
"Not at all important",1,1,1,90002,3,5,3,5384.34549580568,"Other Faiths","Independent"
"Very important",1,1,2,1100,2,2,3,17069.9660733041,"Evangelical Protestant","Independent"
"Very important",2,2,2,1300,2,3,2,4675.71235008615,"Historically Black Protestant","Democrat"
"Very important",1,1,2,10000,2,1,1,9451.37880540491,"Catholic","Republican"
"Somewhat important",1,1,1,1300,3,4,2,1947.48583108193,"Historically Black Protestant","Democrat"
